ID, Name, Degree
"Del Rio International Airport", DRT, 2
"Niue International Airport", IUE, 2
"Usharal", USJ, 2
"Santa Rosa International Airport", ETR, 2
"Dongji Aiport", FYJ, 2
"Zafer Airport", KZR, 2
"Akure Airport", AKR, 2
"Reden��o Airport", RDC, 2
"Faaite Airport", FAC, 2
"Lannion-C�te de Granit Airport", LAI, 2
"Iturup Island", BVV, 2
"Quincy Regional Baldwin Field", UIN, 2
"Bogorodskoye Airport", BQG, 2
"Oyo Ollombo Airport", OLL, 2
"Khasab Air Base", KHS, 2
"Songyuan Chaganhu Airport", YSQ, 1
"Shimla Airport", SLV, 1
"Clovis Municipal Airport", CVN, 1
"Gustavo Rizo Airport", BCA, 1
"Spirit of St Louis Airport", SUS, 1
"Igaliku Heliport", QFX, 1
"Kabri Dehar Airport", ABK, 1
"San Vicente", SWL, 1
"Kashan Airport", KKS, 1
"Begumpet Airport", BPM, 1
"Minami-Daito Airport", MMD, 1
"Jefferson City Memorial Airport", JEF, 1
"Alitak", ALZ, 1
"Ixtepec Airport", IZT, 1
"Salem Airport", SXV, 1
"Yoron Airport", RNJ, 1
"Pechora Airport", PEX, 1
"Vava'u International Airport", VAV, 1
"Teniente Coronel Luis a Mantilla Airport", TUA, 1
"Sultan Bantilan Airport", TLI, 1
"Namrole Airport", NRE, 1
"Riverside Municipal Airport", RAL, 1
"PATO BRANCO", PTO, 1
"Corazon de Jesus                        ", CZJ, 1
"Hikueru Atoll Airport", HHZ, 1
"Nyurba Airport", NYR, 1
"Liepaja International Airport", LPX, 1
"King Mswati III International Airport", SHO, 1
"Merrill Field", MRI, 1
"Chino Airport", CNO, 1
"BALSAS", BSS, 1
"York Landing Airport", ZAC, 1
"Clarks Point Airport", CLP, 1
"Valen�a Airport", VAL, 1
"Taisha Airport", TSC, 1
"Telfer Airport", TEF, 1
"Plastun", TLY, 1
"Santa Terezinha Airport", STZ, 1
"Jijel Ferhat Abbas Airport", GJL, 1
"Hua Hin Airport", HHQ, 1
"RAF Ascension Island", ASI, 1
"Dewadaru - Kemujan Island", KWB, 1
"Wang-an Airport", WOT, 1
"Gwaunaru'u Airport", AKS, 1
"Rocky Mountain Metropolitan Airport", BJC, 1
"Zhigansk Airport", ZIX, 1
"Alonso Valderrama Airport", CTD, 1
"Maimun Saleh Airport", SBG, 1
"Puerto Barrios Airport", PBR, 1
"Pembroke Airport", YTA, 1
"Jos Orno", JIO, 1
"Poprad-Tatry Airport", TAT, 1
"Yongphulla", YON, 1
"Vahitahi Airport", VHZ, 1
"Massawa International Airport", MSW, 1
"Dundo Airport", DUE, 1
"Toledo Airport", TOW, 1
"Mabuiag Island Airport", UBB, 1
"Dabo Airport", SIQ, 1
"Mount Keith Airport", WME, 1
"Okushiri Airport", OIR, 1
"9 de Maio - Teixeira de Freitas Airport", TXF, 1
"John A. Osborne Airport", MNI, 1
"  Jeki Airstrip", JEK, 1
"Ouani Airport", AJN, 1
"Fort Lauderdale Executive Airport", FXE, 1
"Simara Airport", SIF, 1
"Shahroud Airport", RUD, 1
"Damazin Airport", RSS, 1
"Rembele", TXE, 1
"Tarama Airport", TRA, 1
"Lanyu Airport", KYD, 1
"Karluk Airport", KYK, 1
"Pathankot Airport", IXP, 1
"Space Coast Regional Airport", TIX, 1
"Santana do Araguaia Airport", CMP, 1
"Jiroft Airport", JYR, 1
"Tucupita Airport", TUV, 1
"Taroom Airport", XTO, 1
"Aeropuerto "General Tomas de Heres". Ciudad Bolivar", CBL, 1
"Pl�nio Alarcom Airport", TJL, 1
"Koro Island Airport", KXF, 1
"TALDYKORGAN", TDK, 1
"MONTE ALEGRE", MTE, 1
"Kandla Airport", IXY, 1
"Sirjan Airport", SYJ, 1
"Dix-Sept Rosado Airport", MVF, 1
"Leinster Airport", LER, 1
"Chernivtsi International Airport", CWC, 1
"Tugdan Airport", TBH, 1
"Namlea Airport", NAM, 1
"Tarempa Airport", MWK, 1
"Siirt Airport", SXZ, 1
"Nunukan Airport", NNX, 1
"La Ronge Airport", YVC, 1
"Pitu Airport", OTI, 1
"Saint-Nazaire-Montoir Airport", SNR, 1
"Serui Airport", ZRI, 1
"Marinda", RJM, 1
"Rishiri Airport", RIS, 1
"Boun Neau Airport", PCQ, 1
"Naiu Airport", NIU, 1
"Buol Airport", UOL, 1
"Gr�msey Airport", GRY, 1
"Old Crow Airport", YOC, 1
"Tibu", TIB, 1
"Datadawai Airport", DTD, 1
"West Point", KWP, 1
"South Indian Lake Airport", XSI, 1
"Amakusa Airport", AXJ, 1
"Cibeureum Airport", TSY, 1
"Grissom Air Reserve Base", GUS, 1
"San Fernando De Apure Airport", SFD, 1
"Reao Airport", REA, 1
"Paya Lebar Air Base", QPG, 1
"Breves Airport", BVS, 1
"Pinal Airpark", MZJ, 1
"Port Williams                           ", KPR, 1
"Zyryanka Airport", ZKP, 1
"Alzintan Airport", ZIS, 1
"Napuka Island Airport", NAU, 1
"Ivanovo South Airport", IWA, 1
"Lages Airport", LAJ, 1
"Bua            ", LLO, 1
"Sugimanuru Airport", RAQ, 1
"  Parasi", PRS, 1
"Zachar Bay", KZB, 1
"Batagay Airport", BQJ, 1
"Morava", KVO, 1
"Kitadaito Airport", KTD, 1
"Major Brigadeiro Trompowsky Airport", VAG, 1
"IN GUEZZAM", INF, 1
"Mong Hsat Airport", MOG, 1
"Japura Airport", RGT, 1
"FEIRA DE SANTANA/J.D.CARNEIRO", FEC, 1
"Wonopito Airport", LWE, 1
"Tandag Airport", TDG, 1
"Monywar Airport", NYW, 1
"Bathpalathang Airport", BUT, 1
"Carauari Airport", CAF, 1
"Chinchilla Airport", CCL, 1
"Bartow Municipal Airport", BOW, 1
"Okhotsk Airport", OHO, 1
"Kakamega Airport", GGM, 1
"Tofino / Long Beach Airport", YAZ, 1
"Shahrekord Airport", CQD, 1
"Seunagan Airport", MEQ, 1
"Beni Mellal Airport", BEM, 1
"Stillwater Regional Airport", SWO, 1
"Matsu Beigan Airport", MFK, 1
"Lukla Airport", LUA, 1
"Jomsom Airport", JMO, 1
"Silampari", LLJ, 1
"Atung Bungsu", PXA, 1
"Gamar Malamo                    ", GLX, 1
"Jahrom Airport", JAR, 1
"Duqm International Airport", DQM, 1
"Jorhat Airport", JRH, 1
"Zulu Inyala Airport", PZL, 1
"Keperveyem", KPW, 1
"Ust-Kuyga Airport", UKG, 1
"Adampur Airport", AIP, 1
"DeKalb Peachtree Airport", PDK, 1
"Frans Sales Lega Airport", RTG, 1
"Ballalae Airport", BAS, 1
"Ovda International Airport", VDA, 1
"Leonora Airport", LNO, 1
"Humera Airport", HUE, 1
"S�o F�lix do Xingu Airport", SXX, 1
"Bamiyan Airport", BIN, 1
"Zaranj Airport", ZAJ, 1
"The Monument Airport", PHQ, 1
"Sanga Sanga Airport", TWT, 1
"L�brea Airport", LBR, 1
"Fallon Naval Air Station", NFL, 1
"Rafsanjan Airport", RJN, 1
"Pskov Airport", PKV, 1
"Picton Aerodrome", PCN, 1
"Evelio Javier Airport", EUQ, 1
"Rajbiraj Airport", RJB, 1
"  Labuha", LAH, 1
"Surkhet Airport", SKH, 1
"Roti", RTI, 1
"Suntar Airport", SUY, 1
"Inta Airport", INA, 1
"Scholes International At Galveston Airport", GLS, 1
"Adolino Bedin Regional Airport", SMT, 1
"Loakan Airport", BAG, 1
"Mono Airport", MNY, 1
"Ponta Grossa Airport - Comandante Antonio Amilton Beraldo", PGZ, 1
"Lyudao Airport", GNI, 1
"Darnley Island Airport", NLF, 1
"Letung", LMU, 1
"Fayzabad Airport", FBD, 1
"Trunojoyo Airport", SUP, 1
"Long Apung Airport", LPU, 1
"Dalanzadgad Airport", DLZ, 1
"Thimarafushi Airport", TMF, 1
"Greenville Downtown Airport", GMU, 1
"Tabas Airport", TCX, 1
"Sam Neua Airport", NEU, 1
"Motswari Airport", MWR, 0
"Kauhajoki Airport", KHJ, 0
"Shun Tak Heliport", HHP, 0
"Niort-Souch� Airport", NIT, 0
"Easton Newnam Field", ESN, 0
"GHANZI", GNE, 0
"Puerto Rico Airport", PCC, 0
"Lins Airport", LIP, 0
"BIRAO", IRO, 0
"Punia Airport", PUN, 0
"Caquetania Airport", CQT, 0
"Monte Caseros Airport", MCS, 0
"Acaricuara Airport", ARF, 0
"Kimble County Airport", JCT, 0
"S�libaby Airport", SEY, 0
"K�rdla Airport", KDL, 0
"Nenana Municipal Airport", ENN, 0
"Faranah Airport", FAA, 0
"King Hussein Air College", OMF, 0
"Baimuru Airport", VMU, 0
"North Perry Airport", HWO, 0
"WINDOW ROCK", RQE, 0
"Ch�teauroux-D�ols "Marcel Dassault" Airport", CHR, 0
"Rawlins Municipal Airport/Harvey Field", RWL, 0
"Emden Airport", EME, 0
"Harar Meda Airport", QHR, 0
"Laucala Island Airport", LUC, 0
"Juist Airport", JUI, 0
"St. Peter-Ording Airport", PSH, 0
"Saposoa Airport", SQU, 0
"Kamaran Downs Airport", KDS, 0
"Bermejo Airport", BJO, 0
"Baruun Urt Airport", UUN, 0
"HERRERA INTL", HRR, 0
"L'AQUILA", QAQ, 0
"Zamperini Field", TOA, 0
"Pukapuka Island Airport", PZK, 0
"Savannah Airstrip", KHX, 0
"Thisted Airport", TED, 0
"Strother Field", WLD, 0
"Middletown Regional Airport", MWO, 0
"Tidjikja Airport", TIY, 0
"Selaparang Airport", AMI, 0
"Syangboche Airport", SYH, 0
"Preobrazheniye Airport", RZH, 0
"Sabi Sabi Airport", GSS, 0
"RNAS Yeovilton", YEO, 0
"Jabiru Airport", JAB, 0
"College Park Airport", CGS, 0
"Puerto Nare Airport", NAR, 0
"Useless Loop Airport", USL, 0
"Lawson Army Air Field (Fort Benning)", LSF, 0
"Stevens Field", PGO, 0
"Mbarara Airport", MBQ, 0
"Anyang Airport", AYN, 0
"Ugnu-Kuparuk Airport", UUK, 0
"Davenport Municipal Airport", DVN, 0
"Cachoeira do Sul Airport", QDB, 0
"Markovo Airport", KVM, 0
"Turtle Island Seaplane Base", TTL, 0
"Pickens County Airport", LQK, 0
"Kryvyi Rih International Airport", KWG, 0
"Tunggul Wulung Airport", CXP, 0
"Brisbane Archerfield Airport", ACF, 0
"Buli Airport", PGQ, 0
"Winston Field", SNK, 0
"Grenchen Airport", ZHI, 0
"Jaime Gonzalez Airport", CFG, 0
"Chiloquin State Airport", CHZ, 0
"28 de Noviembre Airport", RYO, 0
"Erave Airport", ERE, 0
"Xienglom Airport", XIE, 0
"COTTESMORE", OKH, 0
"Wagethe Airport", WET, 0
"Fullerton Municipal Airport", FUL, 0
"Baillif Airport", BBR, 0
"Teuku Cut Ali Airport", TPK, 0
"Clinton Sherman Airport", CSM, 0
"Esperadinha Airport", BVR, 0
"Montgomery-Gibbs Executive Airport", MYF, 0
"Andravida Air Base", PYR, 0
"LADY FRANKLIN POINT", YUJ, 0
"Bambu Airport", BCP, 0
"  Desolation Sound", YDS, 0
"Exmouth Airport", EXM, 0
"Butler Co Regional Airport - Hogan Field", HAO, 0
"Yalumet Airport", KYX, 0
"Elizabeth Field", FID, 0
"Dunwich Airport", SRR, 0
"Bolwarra Airport", BCK, 0
"Kandi Airport", KDC, 0
"Hinthada Airport", HEB, 0
"Maitland Airport", MTL, 0
"Eliptamin Airport", EPT, 0
"Katsina", DKA, 0
"Colonsay Airstrip", CSA, 0
"Las Cruces Airport", SNT, 0
"Rio Mayo Airport", ROY, 0
"Velásquez Airport", PYA, 0
"Balikesir Merkez Airport", BZI, 0
"Loncopue Airport", LCP, 0
"JEVER", JVR, 0
"Hesa Airport", IFH, 0
"M'Bigou Airport", MBC, 0
"Iwo Jima Airport", IWO, 0
"Coventry Airport", CVT, 0
"TULUA - FARFAN", VLQ, 0
"Central Maine Airport of Norridgewock", OWK, 0
"Antwerp Central Rail Stn", ZWE, 0
"Xavantina Airport", NOK, 0
"Danville Regional Airport", DAN, 0
"Oscoda Wurtsmith Airport", OSC, 0
"Yandina Airport", XYA, 0
"JACKSON JULIAN CARROLL", CIN, 0
"POUM MALABOU", PUV, 0
"Grant County International Airport", MWH, 0
"Telupid Airport", TEL, 0
"The Florida Keys Marathon Airport", MTH, 0
"Cluny Airport", CZY, 0
"Colombo Ratmalana Airport", RML, 0
"RAF Northolt", NHT, 0
"Dr Juan Plate Airport", VMI, 0
"Bahregan Airport", IAQ, 0
"Owando Airport", FTX, 0
"Yecheon Airbase", YEC, 0
"IDRE", IDB, 0
"Valcheta Airport", VCF, 0
"Koingnaas Airport", KIG, 0
"Gulkana Airport", GKN, 0
"Refuge Cove", YRC, 0
"COTTBUS", ZTT, 0
"Fáskrúðsfjörður Airport", FAS, 0
"Soroti Airport", SRT, 0
"Leigh Creek Airport", LGH, 0
"ISTRES/LE TUBE", QIE, 0
"Mahanoro Airport", VVB, 0
"Lekhwair Airport", LKW, 0
"Cahors-Lalbenque Airport", ZAO, 0
"Jwaneng Airport", JWA, 0
"SAUMUR/ST. FLORENT", XSU, 0
"Mara North Conservancy Airstrip", HKR, 0
"Coolah Airport", CLH, 0
"Moody Air Force Base", VAD, 0
"Angers Rail (FR)", QXG, 0
"Lemmon Municipal Airport", LEM, 0
"Verkhnevilyuisk Airport", VHV, 0
"Spangdahlem Air Base", SPM, 0
"Corn Island", RNI, 0
"Laurie River Airport", LRQ, 0
"Conroe-North Houston Regional Airport", CXO, 0
"Okoyo Airport", OKG, 0
"Grand Cess Airport", GRC, 0
"VUNGTAU", VTG, 0
"Kol Airport", KQL, 0
"Santa Monica Municipal Airport", SMO, 0
"Andamooka Airport", ADO, 0
"Keetmanshoop Airport", KMP, 0
"Glacier Creek Airport", KGZ, 0
"Lesobeng Airport", LES, 0
"Britton Municipal Airport", TTO, 0
"Koolatah Airport", KOH, 0
"Newton Municipal Airport", TNU, 0
"Ziro Airport", ZER, 0
"Shashi Airport", SHS, 0
"Purdue University Airport", LAF, 0
"Konawaruk Airport", KKG, 0
"Kon Airport", KCI, 0
"Bentota River", BJT, 0
"Malekolon Airport", MKN, 0
"MILANO/BRESSO", MIL, 0
"Schenck Field", ICL, 0
"Funter Bay Seaplane Base", FNR, 0
"SALEM-LECKRONE AIRPORT", SLO, 0
"LBJ Ranch Airport", JCY, 0
"Mueda Airport", MUD, 0
"Mossendjo Airport", MSX, 0
"Corcoran Airport", CRO, 0
"Greene County Airport", WAY, 0
"Tableland Homestead Airport", TBL, 0
"Siena-Ampugnano Airport", SAY, 0
"Ocala International Airport - Jim Taylor Field", OCF, 0
"GYMPIE", GYP, 0
"Port Harcourt City", PHG, 0
"Mc Comb/Pike County Airport/John E Lewis Field", MCB, 0
"Vejrø", -, 0
"Jilin Airport", JIL, 0
"Drift River Airport", DRF, 0
"Guaratinguet� Airport", GUJ, 0
"Southport Airport", SHQ, 0
"Guanare Airport", GUQ, 0
"Kiunga Airport", KIU, 0
"Drumduff Airport", DFP, 0
"Sparta Fort Mc Coy Airport", CMY, 0
"Lawrenceville Vincennes International Airport", LWV, 0
"Alerta Airport", ALD, 0
"Kitsissuarsuit Heliport", QJE, 0
"Farafangana Airport", RVA, 0
"Wakunai Airport", WKN, 0
"Long Pasia Airport", GSA, 0
"Santa Lucía Air Force Base / Felipe Angeles International Airport", NLU, 0
"Henry Post Army Air Field (Fort Sill)", FSI, 0
"Neftekamsk Airport", NEF, 0
"Okao Airport", OKV, 0
"Valle Del Conlara International Airport", RLO, 0
"Mostyn Airport", MZS, 0
"Condron Army Air Field", WSD, 0
"Francisco Primo de Verdad y Ramos Airport", LOM, 0
"MASINDI", KCU, 0
"Moengo Airstrip", MOJ, 0
"LIMESTONE/LORING AFB", LIZ, 0
"Prospect Creek Airport", PPC, 0
"Rio Claro Airport", QIQ, 0
"Lausanne-Bl�cherette Airport", QLS, 0
"Willmar Municipal -John L Rice Field", ILL, 0
"Bitam Airport", BMM, 0
"  Rongelap Island", RNP, 0
"Nelspruit Airport", NLP, 0
"Nicosia", NIC, 0
"Silver Plains Airport", SSP, 0
"Gardo Airport", GSR, 0
"El Reno Regional Airport", RQO, 0
"George R Carr Memorial Air Field", BXA, 0
"Park Township Airport", HLM, 0
"Fontaine Airport", BOR, 0
"Point Mugu Naval Air Station (Naval Base Ventura Co)", NTD, 0
"Walnut Ridge Regional Airport", ARG, 0
"Bajhang Airport", BJH, 0
"Durrie Airport", DRR, 0
"Lille Rail Stn", XFA, 0
"NAS Fort Worth JRB/Carswell Field", FWH, 0
"Flensburg-Sch�ferhaus Airport", FLF, 0
"Olsobip Airport", OLQ, 0
"Sparrevohn LRRS Airport", SVW, 0
"Long Bawan Airport", LBW, 0
"CACHOEIRO DO ITAPEMIIM", CDI, 0
"Bedford Downs Airport", BDW, 0
"BATTLE MOUNTAIN", BAM, 0
"Wee Waa Airport", WEW, 0
"Valle de La Pascua Airport", VDP, 0
"Cartwright Airport", YRF, 0
"Culberson County Airport", VHN, 0
"London Biggin Hill Airport", BQH, 0
"Bursa Airport", BTZ, 0
"Ceres Airport", CRR, 0
"Svetlaya Airport", ETL, 0
"Moh�li Bandar Es Eslam Airport", NWA, 0
"Page Field", FMY, 0
"Bird Island Airport", BDI, 0
"Mayumba Airport", MYB, 0
"Donnelly Airport", YOE, 0
"Headingly Airport", HIP, 0
"Mary's Harbour Airport", YMH, 0
"Truckee Tahoe Airport", TKF, 0
"Orangeburg Municipal Airport", OGB, 0
"Wilhelmshaven-Mariensiel Airport", WVN, 0
"Mushaf Air Base", SGI, 0
"Fianarantsoa Airport", WFI, 0
"Inishmore Aerodrome", IOR, 0
"Ossima Airport", OSG, 0
"Truscott-Mungalalu Airport", TTX, 0
"Ulaanbaatar Chinggis Khaan International Airport", UBN, 0
"Canton Municipal Airport", CTK, 0
"Bowman Regional Airport", BWM, 0
"Bonn-Hangelar Airport", BNJ, 0
"Draughon Miller Central Texas Regional Airport", TPL, 0
"Moba Airport", BDV, 0
"Vredendal Airport", VRE, 0
"Tselserleg Airport", TSZ, 0
"La D�sirade Airport", DSD, 0
"San Quintín Military Airstrip", SNQ, 0
"Karonga Airport", KGJ, 0
"LOUISVILLE-WINSTON COUNTY", LMS, 0
"German Olano Air Base", PAL, 0
"Makabana Airport", KMK, 0
"Marion Municipal Airport", MZZ, 0
"Boang Airport", BOV, 0
"Garner Field", UVA, 0
"Russell Municipal Airport", RSL, 0
"Nanaimo Harbour Water Airport", ZNA, 0
"Palapye Airport", QPH, 0
"Marsabit Airport", RBT, 0
"Brunette Downs Airport", BTD, 0
"Mayo Airport", YMA, 0
"Vidalia Regional Airport", VDI, 0
"Nantes Rail (FR)", QJZ, 0
"Tchien Airport", THC, 0
"Butare Airport", BTQ, 0
"Ijuí Airport", IJU, 0
"Gbangbatok Airport", GBK, 0
"Bandirma Airport", BDM, 0
"Magan Airport", GYG, 0
"Baidoa Airport", BIB, 0
"  Sangapi", SGK, 0
"CARANSEBES", CRS, 0
"Bumbar Airport", BMB, 0
"  New York", TSS, 0
"Malolo Lailai Island Airport", PTF, 0
"Satwag Airport", SWG, 0
"Rockhampton Downs Airport", RDA, 0
"MAKHADO", LCD, 0
"San Isidro del General Airport", IPZ, 0
"Palacios Municipal Airport", PSX, 0
"St. Lewis (Fox Harbour) Airport", YFX, 0
"Mariposa Yosemite Airport", RMY, 0
"Tillamook Airport", OTK, 0
"Bartletts", BSZ, 0
"Kirsch Municipal Airport", IRS, 0
"Castro Airport", QAC, 0
"Concord Municipal Airport", CON, 0
"Nevers-Fourchambault Airport", NVS, 0
"Tours Rail FR", XSH, 0
"Reivilo Airport", RVO, 0
"Nephi Municipal Airport", NPH, 0
"Ross River Airport", XRR, 0
"Central Jersey Regional Airport", JVI, 0
"SCOTTSDALE", ZSY, 0
"La Roche-sur-Yon Airport", EDM, 0
"Fair Isle Airport", FIE, 0
"Corowa Airport", CWW, 0
"Ferkessedougou Airport", FEK, 0
"Arandis Airport", ADI, 0
"San Nicolas Airport", RIM, 0
"Krakor Airport", KZD, 0
"Cangamba Airport", CNZ, 0
"Shuswap Regional Airport", YSN, 0
"Chub Cay Airport", CCZ, 0
"Tetiaroa Airport", TTI, 0
"Hon Airport", HUQ, 0
"Albert Whitted Airport", SPG, 0
"Tungsten (Cantung) Airport", TNS, 0
"Singleton Airport", SIX, 0
"Toronto/Oshawa Executive Airport", YOO, 0
"COLOGNE/TRAIN STATION", QKL, 0
"Corryong Airport", CYG, 0
"San Domino Island", TQR, 0
"Jasper County Airport", RNZ, 0
"Kavalerovo Airport", KVR, 0
"Antsalova Airport", WAQ, 0
"Kunovice Airport", UHE, 0
"Gabbs Airport", GAB, 0
"Belaga Airport", BLG, 0
"Nowra Airport", NOA, 0
"Alert Bay Airport", YAL, 0
"Xi'an Xiguan Airport", SIA, 0
"Itaqui Airport", ITQ, 0
"Maramuni Airport", MWI, 0
"MOULINS/MONTBEUGNY", XMU, 0
"Hobyo Airport", CMO, 0
"Princeville Airport", HPV, 0
"Montelibano Airport", MTB, 0
"TOCUMWAL", TCW, 0
"Mbala Airport", MMQ, 0
"Hermiston Municipal Airport", HES, 0
"South Cariboo Region / 108 Mile Airport", ZMH, 0
"Hawabango Airport", HWA, 0
"Sungai Tiang Airport", SXT, 0
"Triangle North Executive Airport", LFN, 0
"RAF Fairford", FFD, 0
"Dolbeau St Felicien Airport", YDO, 0
"KAMALPUR", IXQ, 0
"Jasper Airport", YJA, 0
"Concepción Airport", CEP, 0
"Ai-Ais Airport", AIW, 0
"Southwest Minnesota Regional Airport - Marshall/Ryan Field", MML, 0
"Pratt Regional Airport", PTT, 0
"Miyanmin Airport", MPX, 0
"Coposa Airport", CPP, 0
"Laval-Entrammes Airport", LVA, 0
"Sherbro International Airport", BTE, 0
"Bouna Airport", BQO, 0
"Nekemte Airport", NEK, 0
"Hanksville Airport", HVE, 0
"Chkalovskiy Air Base", CKL, 0
"Zabreh Ostrava Airport", ZBE, 0
"Sugraly Airport", AFS, 0
"Migalovo Air Base", KLD, 0
"Sucua Airport", SUQ, 0
"Cangapara Airport", FLB, 0
"Petit Jean Park Airport", MPJ, 0
"Dolpa Airport", DOP, 0
"Ankang Wulipu Airport", AKA, 0
"JALES", JLS, 0
"Greater Kankakee Airport", IKK, 0
"Grand Marais Cook County Airport", GRM, 0
"Gwinnett County Briscoe Field", LZU, 0
"Zephyrhills Municipal Airport", ZPH, 0
"Necocli Airport", NCI, 0
"Patreksfj�r�ur Airport", PFJ, 0
"Tumolbil Airport", TLP, 0
"Sayaboury Airport", ZBY, 0
"Grand Strand Airport", CRE, 0
"Kungim Airport", KGM, 0
"Aghajari Airport", AKW, 0
"Kulik Lake Airport", LKK, 0
"Sepulot Airport", SPE, 0
"El Bagre Airport", EBG, 0
"Keokuk Municipal Airport", EOK, 0
"Reese Airpark", REE, 0
"Swan Hill Airport", SWH, 0
"Elorza Airport", EOZ, 0
"Monmouth Executive Airport", BLM, 0
"Tupai Airport", TPX, 0
"Halli Airport", KEV, 0
"S�o Miguel do Oeste Airport", SQX, 0
"Ejin Banner-Taolai Airport", EJN, 0
"Nambucca Heads Airport", NBH, 0
"  Thursday Island", TIS, 0
"Kirkland Lake Airport", YKX, 0
"West Bend Municipal Airport", ETB, 0
"Iringa Airport", IRI, 0
"Capitan D Daniel Vazquez Airport", ULA, 0
"Lake Manyara Airport", LKY, 0
"Cha�aral Airport", CNR, 0
"Pedernales Airport", PDZ, 0
"Tsimiroro Airport", TZO, 0
"Cabo Rojo Airport", CBJ, 0
"Kampong Chhnang Airport", KZC, 0
"Uribe Airport", URI, 0
"  Nissan Island", IIS, 0
"Kaufana Airport", EUA, 0
"Negril Airport", NEG, 0
"Vatukoula Airport", VAU, 0
"Estevan Airport", YEN, 0
"Mahdia Airport", MHA, 0
"Hanover Rail", ZVR, 0
"C�rdoba Airport", ODB, 0
"Meg�ve Airport", MVV, 0
"Millville Municipal Airport", MIV, 0
"Jos� Aponte de la Torre Airport", NRR, 0
"CONCEPCION/CARMELO PERALTA", GCO, 0
"Le Mans Rail (FR)", ZLN, 0
"Amedee Army Air Field", AHC, 0
"Bialla Airport", BAA, 0
"Beloretsk Airport", BCX, 0
"Manassas Regional Airport/Harry P. Davis Field", MNZ, 0
"Ocean County Airport", MJX, 0
"Compton Woodley Airport", CPM, 0
"Rawalakot Airport", RAZ, 0
"Varandey Airport", VRI, 0
"Madras Municipal Airport", MDJ, 0
"Casigua El Cubo Airport", CUV, 0
"Biniguni Airport", XBN, 0
"Copper Center 2 Airport", CZC, 0
"Greenwood County Airport", GRD, 0
"Fr�jus Airport", FRJ, 0
"Gurue Airport", VJQ, 0
"Pontoise - Cormeilles-en-Vexin Airport", POX, 0
"Thompson Falls Airport", THM, 0
"Kirovograd Airport", KGO, 0
"San Julian Air Base", SNJ, 0
"Reid-Hillview Airport of Santa Clara County", RHV, 0
"Inhaca Airport", IHC, 0
"Ar Horqin Airport", AEQ, 0
"Reales Tamarindos Airport", PVO, 0
"Allah Valley Airport", AAV, 0
"MERCEDES", MDX, 0
"Bunsil Airport", BXZ, 0
"Fletcher Field", CKM, 0
"Picos Airport", PCS, 0
"Neil Armstrong Airport", AXV, 0
"CASTILHO/URUBUPUNGA", URB, 0
"Bruce Campbell Field", DXE, 0
"Pardoo Airport", PRD, 0
"Turin Bus IT", ZTC, 0
"Granville Airport", GFR, 0
"Lake Havasu City Airport", HII, 0
"Maquinchao Airport", MQD, 0
"SHAMSHERNAGAR", ZHM, 0
"Carmelita Airport", CMM, 0
"AVARE/ARANDU", QVP, 0
"Sterling Municipal Airport", STK, 0
"Lake Placid Airport", LKP, 0
"Mc Connell Air Force Base", IAB, 0
"Bumi Airport", BZH, 0
"Majors Airport", GVT, 0
"MARY NORTH", UXX, 0
"Kamaran Airport", KAM, 0
"  Port Alberni", YPB, 0
"Pocheon G 217 Airport", QJP, 0
"Morney Airport", OXY, 0
"Eastern Slopes Regional Airport", FRY, 0
"CAMBRAI/EPINOY", XCB, 0
"Taltheilei Narrows Airport", GSL, 0
"Hesler Noble Field", LUL, 0
"Chandler Field", AXN, 0
"Caransebes Airport", CSB, 0
"PORTO ALEGRE/CANOAS", QNS, 0
"San Ignacio Airport", SGM, 0
"Larisa Airport", LRA, 0
"Nakhon Ratchasima Airport", NAK, 0
"Makin Island Airport", MTK, 0
"Warwick Airport", WAZ, 0
"Antsirabe Airport", ATJ, 0
"San Cristobal de las Casas Airport", SZT, 0
"Batangafo Airport", BTG, 0
"Thumrait Air Base", TTH, 0
"Flotta Isle Airport", FLH, 0
"Neubrandenburg Airport", FNB, 0
"Stafsberg Airport", HMR, 0
"Shaoguan Guitou Airport", HSC, 0
"El Avellano Airport", FRT, 0
"General Villamil Airport", IBB, 0
"HIVA-HOA", HIX, 0
"Bathurst Island Airport", BRT, 0
"RESENDE", QRZ, 0
"Long Sukang Airport", LSU, 0
"Maavaarulaa Airport", RUL, 0
"Casa Grande Municipal Airport", CGZ, 0
"Öndörkhaan Airport", UNR, 0
"COMITAN", CJT, 0
"Open Bay Airport", OPB, 0
"St. Paul Airport", ZSP, 0
"Dori Airport", DOR, 0
"Scribner State Airport", SCB, 0
"Biangabip Airport", BPK, 0
"Rota Naval Station Airport", ROZ, 0
"Stykkishólmur Airport", SYK, 0
"Hyderabad Airport", HDD, 0
"Wilkes Barre Wyoming Valley Airport", WBW, 0
"Gebe Airport", GEB, 0
"Shakawe Airport", SWX, 0
"Stroud Municipal Airport", SUD, 0
"Hluhluwe Airport", HLW, 0
"RAAF Base Richmond", XRH, 0
"Kuri Airport", KUQ, 0
"Ilford Airport", ILF, 0
"Sassandra Airport", ZSS, 0
"Guanacaste Airport", NCT, 0
"Barakoma Airport", VEV, 0
"Sumbawanga Airport", SUT, 0
"North Las Vegas Airport", VGT, 0
"Tep Tep Airport", TEP, 0
"Bhagatanwala Airport", BHW, 0
"Coles County Memorial Airport", MTO, 0
