ID, Name, Degree
"Visby Airport", VBY, 19
"Launceston Airport", LST, 19
"Salalah Airport", SLL, 19
"Jinchuan Airport", JIC, 19
"Mobile Regional Airport", MOB, 19
"Weifang Airport", WEF, 19
"Tri-Cities Regional TN/VA Airport", TRI, 19
"Navoi Airport", NVI, 19
"Baise Youjiang Airport", AEB, 19
"B�ziers-Vias Airport", BZR, 19
"Red Lake Airport", YRL, 19
"Jes�s Ter�n Paredo International Airport", AGU, 19
"Newcastle Airport", NTL, 19
"Shahid Ashrafi Esfahani Airport", KSH, 19
"Sim�n Bol�var International Airport", SMR, 19
"Vance W. Amory International Airport", NEV, 18
"Blackpool International Airport", BLK, 18
"Toamasina Airport", TMM, 18
"Fatmawati Soekarno Airport", BKS, 18
"Kertajati", KJT, 18
"Saman� El Catey International Airport", AZS, 18
"Playa De Oro International Airport", ZLO, 18
"Brigadeiro Lysias Rodrigues Airport", PMW, 18
"Beloyarskiy Airport", EYK, 18
"U-Tapao International Airport", UTP, 18
"Damascus International Airport", DAM, 18
"Toulon-Hy�res Airport", TLN, 18
"Miho Yonago Airport", YGJ, 18
"L�liang Airport", LLV, 18
"Osmany International Airport", ZYL, 18
"Kruger Mpumalanga International Airport", MQP, 18
"Cat Bi International Airport", HPH, 18
"Valley International Airport", HRL, 18
"Chios Island National Airport", JKH, 18
"Nyingchi Airport", LZY, 18
"V�xj� Kronoberg Airport", VXO, 18
"Presidente Peron Airport", NQN, 18
"Four Corners Regional Airport", FMN, 18
"Newport News Williamsburg International Airport", PHF, 18
"Miyako Airport", MMY, 18
"Silchar Airport", IXS, 18
"Harstad/Narvik Airport, Evenes", EVE, 18
"Upernavik Airport", JUV, 18
"Shangrao Sanqingshan Airport", SQD, 18
"Bangui M'Poko International Airport", BGF, 18
"El Calafate Airport", FTE, 18
"Klagenfurt Airport", KLU, 18
"Sunshine Coast Airport", MCY, 18
"Batumi International Airport", BUS, 17
"Bintulu Airport", BTU, 17
"Molde Airport", MOL, 17
"Churchill Airport", YYQ, 17
"Dangriga                                ", DGA, 17
"Noyabrsk Airport", NOJ, 17
"Turpan Jiaohe Airport", TLQ, 17
"Udon Thani Airport", UTH, 17
"Hammerfest Airport", HFT, 17
"Wolter Monginsidi Airport", KDI, 17
"Leh Kushok Bakula Rimpochee Airport", IXL, 17
"Valle del Fuerte International Airport", LMM, 17
"Cherepovets Airport", CEE, 17
"General Guadalupe Victoria International Airport", DGO, 17
"Coronel FAP Francisco Secada Vignetta International Airport", IQT, 17
"Inuvik Mike Zubko Airport", YEV, 17
"Livingstone Airport", LVI, 17
"Juwata Airport", TRK, 17
"Surat Airport", STV, 17
"North Central West Virginia Airport", CKB, 17
"Jixi Xingkaihu Airport", JXA, 17
"Maun Airport", MUB, 17
"Zhaotong Airport", ZAT, 17
"Jiayuguan Airport", JGN, 17
"Jinzhou Airport", JNZ, 17
"Buluh Tumbang (H A S Hanandjoeddin) Airport", TJQ, 17
"Fort Yukon Airport", FYU, 17
"Ain Arnat Airport", QSF, 17
"Madang Airport", MAG, 17
"Paro Airport", PBH, 17
"Gibraltar Airport", GIB, 17
"Perpignan-Rivesaltes (Llaban�re) Airport", PGF, 17
"San Luis County Regional Airport", SBP, 17
"Chileka International Airport", BLZ, 17
"Antonio Maceo International Airport", SCU, 17
"Port Hedland International Airport", PHE, 17
"Placencia                               ", PLJ, 17
"King Salmon Airport", AKN, 17
"Jackson Hole Airport", JAC, 17
"Noum�a Magenta Airport", GEA, 17
"Ciudad Obreg�n International Airport", CEN, 17
"Liupanshui Yuezhao Airport", LPF, 16
"Jodhpur Airport", JDH, 16
"Nabire Airport", NBX, 16
"Tjilik Riwut Airport", PKY, 16
"Hassan I Airport", EUN, 16
"Sittwe Airport", AKY, 16
"Herat Airport", HEA, 16
"Aomori Airport", AOJ, 16
"Kerman Airport", KER, 16
"Juana Azurduy De Padilla Airport", SRE, 16
"Vanguardia Airport", VVC, 16
"Tawau Airport", TWU, 16
"Augusta Regional At Bush Field", AGS, 16
"Buffalo Spring", UAS, 16
"Kalymnos Airport", JKL, 16
"General Lucio Blanco International Airport", REX, 16
"Austin Straubel International Airport", GRB, 16
"Missoula International Airport", MSO, 16
"Myitkyina Airport", MYT, 16
"Ain el Beida Airport", OGX, 16
"Moses Kilangin Airport", TIM, 16
"Ben Schoeman Airport", ELS, 16
"Zhukovsky International Airport", ZIA, 16
"Teniente Benjamin Matienzo Airport", TUC, 16
"Kangerlussuaq Airport", SFJ, 16
"Kununurra Airport", KNX, 16
"Capitan Corbeta CA Curbelo International Airport", PDP, 16
"Dibrugarh Airport", DIB, 16
"Goloson International Airport", LCE, 16
"Montgomery Regional (Dannelly Field) Airport", MGM, 16
"Ayers Rock Connellan Airport", AYQ, 16
"Mont Joli Airport", YYY, 16
"Bismarck Municipal Airport", BIS, 16
"Zamboanga International Airport", ZAM, 16
"Cayenne-Rochambeau Airport", CAY, 16
"Hanzhong Chenggu Airport", HZG, 16
"Karratha Airport", KTA, 16
"Gazipasa Airport", GZP, 16
"Altay Air Base", AAT, 16
"Cloncurry Airport", CNJ, 16
"Pl�cido de Castro Airport", RBR, 16
"Sary-Arka Airport", KGF, 16
"Fayetteville Regional Grannis Field", FAY, 16
"Tuzla International Airport", TZL, 16
"Akita Airport", AXT, 16
"Bao'anying Airport", PZI, 16
"Great Falls International Airport", GTF, 16
"Baton Rouge Metropolitan Airport", BTR, 16
"Soummam Airport", BJA, 16
"Nanyuki Airport", NYK, 16
"Can Tho International Airport", VCA, 16
"Kristiansund Airport (Kvernberget)", KSU, 16
"Aguenar � Hadj Bey Akhamok Airport", TMR, 16
"Goma International Airport", GOM, 16
"El Cara�o Airport", UIB, 16
"Lule� Airport", LLA, 15
"G�llivare Airport", GEV, 15
"Bacolod-Silay Airport", BCD, 15
"General Leobardo C. Ruiz International Airport", ZCL, 15
"Natashquan Airport", YNA, 15
"Nagoya Airport", NKM, 15
"Hubli Airport", HBX, 15
"Sanliurfa GAP Airport", GNY, 15
"Heringsdorf Airport", HDF, 15
"Asahikawa Airport", AKJ, 15
"Plattsburgh International Airport", PBG, 15
"Mwanza Airport", MWZ, 15
"Bayannur Tianjitai Airport", RLK, 15
"Senador Nilo Coelho Airport", PNZ, 15
"Skiathos Island National Airport", JSI, 15
"Yingkou Lanqi Airport", YKH, 15
"S�o Pedro Airport", VXE, 15
"Wuzhou Changzhoudao Airport", WUZ, 15
"Hilton Head Airport", HHH, 15
"Eelde Airport", GRQ, 15
"Orlando Bezerra de Menezes Airport", JDO, 15
"Berbera Airport", BBO, 15
"Camilo Daza International Airport", CUC, 15
"Kittil� Airport", KTT, 15
"Bushehr Airport", BUZ, 15
"Qinhuangdao Beidaihe Airport", BPE, 15
"Fascene Airport", NOS, 15
"Godofredo P. Ramos Airport", MPH, 15
"Montrose Regional Airport", MTJ, 15
"Vads� Airport", VDS, 15
"Khon Kaen Airport", KKC, 15
"Aurangabad Airport", IXU, 15
"Whitehorse / Erik Nielsen International Airport", YXY, 15
"Perugia San Francesco d'Assisi � Umbria International Airport", PEG, 15
"Meadows Field", BFL, 14
"Lar Airport", LRR, 14
"Ta'izz International Airport", TAI, 14
"City of Derry Airport", LDY, 14
"Horn Island Airport", HID, 14
"Cherry Capital Airport", TVC, 14
"Stewart International Airport", SWF, 14
"Faleolo International Airport", APW, 14
"Sandakan Airport", SDK, 14
"Limnos Airport", LXS, 14
"Hyakuri Airport", IBR, 14
"Osijek Airport", OSI, 14
"Kulob Airport", TJU, 14
"Vit�ria da Conquista Airport", VDC, 14
"Santa Fe Municipal Airport", SAF, 14
"Val-d'Or Airport", YVO, 14
"Huslia Airport", HSL, 14
"Bugulma Airport", UUA, 14
"Kuujjuarapik Airport", YGW, 14
"Uummannaq Heliport", UMD, 14
"Los Garzones Airport", MTR, 14
"General Rodolfo S�nchez Taboada International Airport", MXL, 14
"Leros Airport", LRS, 14
"George Airport", GRJ, 14
"University Park Airport", SCE, 14
"Shanhaiguan Airport", SHP, 14
"Konarak Airport", ZBR, 14
"Lauro Carneiro de Loyola Airport", JOI, 14
"Chulman Airport", NER, 14
"Albert J Ellis Airport", OAJ, 14
"Nea Anchialos Airport", VOL, 14
"Brive Souillac Airport", BVE, 14
"Campbell River Airport", YBL, 14
"Sultan Mahmud Airport", TGG, 14
"Sumburgh Airport", LSI, 14
"Rangiroa Airport", RGI, 14
"Wiley Post Will Rogers Memorial Airport", BRW, 14
"Mazar I Sharif Airport", MZR, 14
"Erzurum International Airport", ERZ, 14
"Tanana", TAL, 14
"Wajir Airport", WJR, 14
"Mackay Airport", MKY, 14
"Andrau Airpark", AAP, 14
"Ende (H Hasan Aroeboesman) Airport", ENE, 14
"Poitiers-Biard Airport", PIS, 14
"Seymour Airport", GPS, 14
"Kalamazoo Battle Creek International Airport", AZO, 14
"Arviat Airport", YEK, 14
"Debrecen International Airport", DEB, 14
"Lensk Airport", ULK, 14
"Eldoret International Airport", EDL, 14
"Lingling Airport", LLF, 14
"Branson Airport", BKG, 14
"Lanseria Airport", HLA, 14
"Stornoway Airport", SYY, 14
"Inca Manco Capac International Airport", JUL, 14
"�stor Piazzola International Airport", MDQ, 14
"El Trompillo Airport", SRZ, 14
"Samsun �arsamba Airport", SZF, 14
"Qaqortoq Heliport", JJU, 14
"Tours-Val-de-Loire Airport", TUF, 13
"Chacalluta Airport", ARI, 13
"Gaya Airport", GAY, 13
"Mornington Island Airport", ONG, 13
"Daniel Z. Romualdez Airport", TAC, 13
"Bratsk Airport", BTK, 13
"Melbourne International Airport", MLB, 13
"Usinsk Airport", USK, 13
"Port Sudan New International Airport", PZU, 13
"Zenata � Messali El Hadj Airport", TLM, 13
"Ruby Airport", RBY, 13
"Rochester International Airport", RST, 13
"Cambridge Bay Airport", YCB, 13
"Karshi Khanabad Airport", KSQ, 13
"Cheyenne Regional Jerry Olson Field", CYS, 13
"Serafin Enoss Bertaso Airport", XAP, 13
"Timmins/Victor M. Power", YTS, 13
"Jalaluddin Airport", GTO, 13
"Bearskin Lake Airport", XBE, 13
"Clayton J Lloyd International Airport", AXA, 13
"Piloto Civil N. Fern�ndez Airport", RGL, 13
"Tirupati Airport", TIR, 13
"Abdul Rachman Saleh Airport", MLG, 13
"Maumere(Wai Oti) Airport", MOF, 13
"La Isabela International Airport", JBQ, 13
"Bora Bora Airport", BOB, 13
"Faisalabad International Airport", LYP, 13
"Daocheng Yading Airport", DCY, 13
"Comandante Espora Airport", BHI, 13
"Malindi Airport", MYD, 13
"Show Low Regional Airport", SOW, 13
"Chicago Rockford International Airport", RFD, 13
"Kochi Ryoma Airport", KCZ, 13
"Jiagedaqi Airport", JGD, 13
"Saratov Central Airport", RTW, 13
"Van Ferit Melen Airport", VAN, 13
"Touat Cheikh Sidi Mohamed Belkebir Airport", AZR, 13
"Sachigo Lake Airport", ZPB, 13
"Sovetskiy Airport", OVS, 13
"Gander International Airport", YQX, 13
"Cadete FAP Guillermo Del Castillo Paredes Airport", TPP, 13
"Longnan Chengzhou Airport", LNL, 13
"Joshua Mqabuko Nkomo International Airport", BUQ, 13
"Anshan Air Base", AOG, 13
"Walvis Bay Airport", WVB, 13
"Caye Caulker                            ", CUK, 13
"Uralsk Airport", URA, 13
"Dandong Airport", DDG, 13
"Belgaum Airport", IXG, 13
"Nantucket Memorial Airport", ACK, 13
"Kushiro Airport", KUH, 13
"Fort St John Airport", YXJ, 13
"Kerry Airport", KIR, 13
"Daytona Beach International Airport", DAB, 13
"Surat Thani Airport", URT, 13
"Kirkenes Airport (H�ybuktmoen)", KKN, 13
"Barreiras Airport", BRA, 13
"Gorgan Airport", GBT, 13
"Mara Serena Lodge Airstrip", MRE, 13
"Erfurt Airport", ERF, 13
"Mc Allen Miller International Airport", MFE, 13
"Gan International Airport", GAN, 13
"Alberto Alcolumbre Airport", MCP, 13
"Sudbury Airport", YSB, 13
"Oued Irara Airport", HME, 13
"San Luis Valley Regional Bergman Field", ALS, 13
"Arrachart Airport", DIE, 13
"Sitia Airport", JSH, 13
"Fredericton Airport", YFC, 13
"Kuantan Airport", KUA, 13
"Wewak International Airport", WWK, 13
"Argyle International Airport", SVD, 13
"Mattala Rajapaksa International Airport", HRI, 13
"Kalmar Airport", KLR, 12
"Cranbrook/Canadian Rockies International Airport", YXC, 12
"Elmira Corning Regional Airport", ELM, 12
"Anapa Vityazevo Airport", AAQ, 12
"Hanamaki Airport", HNA, 12
"St Augustin Airport", YIF, 12
"Liberal Mid-America Regional Airport", LBL, 12
"Amami Airport", ASJ, 12
"Reggio Calabria Airport", REG, 12
"Monroe Regional Airport", MLU, 12
"Phu Bai Airport", HUI, 12
"Dodge City Regional Airport", DDC, 12
"Alfredo V�squez Cobo International Airport", LET, 12
"Elazig Airport", EZS, 12
"Craiova Airport", CRA, 12
"Erie International Tom Ridge Field", ERI, 12
"Cap FAP David Abenzur Rengifo International Airport", PCL, 12
"Baie Comeau Airport", YBC, 12
"Fakfak Airport", FKQ, 12
"Tagbilaran Airport", TAG, 12
"Robert Gray  Army Air Field Airport", GRK, 12
"New Castle Airport", ILG, 12
"Horta Airport", HOR, 12
"Lauro Kurtz Airport", PFB, 12
"Bydgoszcz Ignacy Jan Paderewski Airport", BZG, 12
"Sault Ste Marie Airport", YAM, 12
"Vagar Airport", FAE, 12
"Pyongyang Sunan International Airport", FNJ, 12
"Vieques Airport", VQS, 12
"General Santos International Airport", GES, 12
"Lashio Airport", LSH, 12
"Ouarzazate Airport", OZZ, 12
"Quelimane Airport", UEL, 12
"Lengpui Airport", AJL, 12
"Minot International Airport", MOT, 12
"Stebbins                                ", WBB, 12
"Tarbes-Lourdes-Pyr�n�es Airport", LDE, 12
"Ngjiva Pereira Airport", VPE, 12
"Pakse International Airport", PKZ, 12
"San Crist�bal Airport", SCY, 12
"Zaporizhzhia International Airport", OZH, 12
"Port Macquarie Airport", PQQ, 12
"Busselton Regional Airport", BQB, 12
"Phu Cat Airport", UIH, 12
"Lafayette Regional Airport", LFT, 12
"Mildura Airport", MQL, 12
"Toledo Express Airport", TOL, 12
"Memanbetsu Airport", MMB, 12
"Tacheng Airport", TCG, 12
"Pleiku Airport", PXU, 12
"Sandy Lake Airport", ZSJ, 12
"Vaasa Airport", VAA, 12
"Caraj�s Airport", CKS, 12
"Waskaganish Airport", YKQ, 12
"Ras Al Khaimah International Airport", RKT, 12
"Columbia Regional Airport", COU, 12
"Ukhta Airport", UCT, 12
"Karlovy Vary International Airport", KLV, 12
"Nusatupe Airport", GZO, 12
"Alexandria International Airport", AEX, 12
"Gwangju Airport", KWJ, 12
"Kuqa Airport", KCA, 12
"Vadodara Airport", BDQ, 12
"Kandahar Airport", KDH, 12
"Page Municipal Airport", PGA, 12
"Kimbe Airport", HKN, 12
"Lincoln Airport", LNK, 12
"Tef� Airport", TFF, 12
"Chevery Airport", YHR, 12
"Atlas Brasil Cantanhede Airport", BVB, 12
"Chesterfield Inlet Airport", YCS, 12
"Mulu Airport", MZV, 12
"Norman Wells Airport", YVQ, 12
"Zhongwei Shapotou Airport", ZHY, 12
"McGrath Airport", MCG, 12
"Antwerp International Airport (Deurne)", ANR, 12
"Dunedin Airport", DUD, 12
"Gorakhpur Airport", GOP, 12
"Barquisimeto International Airport", BRM, 12
"Marudi Airport", MUR, 12
"Baker Lake Airport", YBK, 12
"El Taj�n National Airport", PAZ, 12
"Jiujiang Lushan Airport", JIU, 12
"Nelson Airport", NSN, 12
"Ramon Airport", ETM, 12
"Bram Fischer International Airport", BFN, 12
"Pikangikum Airport", YPM, 12
"Bursa Yenisehir Airport", YEI, 12
"La Romaine Airport", ZGS, 12
"Naryan Mar Airport", NNM, 11
"Saga Airport", HSG, 11
"Mysore Airport", MYQ, 11
"Polyarny Airport", PYJ, 11
"Watertown Regional Airport", ATY, 11
"Cold Bay Airport", CDB, 11
"Mehamn Airport", MEH, 11
"Frans Kaisiepo Airport", BIK, 11
"St Mary's Airport", KSM, 11
"Bettles Airport", BTT, 11
"Stavropol Shpakovskoye Airport", STW, 11
"Tambolaka Airport", TMC, 11
"Whale Cove Airport", YXN, 11
"Chisasibi Airport", YKU, 11
"Yueyang Sanhe", YYA, 11
"Hualien Airport", HUN, 11
"Palmerston North Airport", PMR, 11
"Marshall Islands International Airport", MAJ, 11
"Rajahmundry Airport", RJA, 11
"Igloolik Airport", YGT, 11
"Gurney Airport", GUR, 11
"Kulusuk Island                          ", KUS, 11
"Glacier Park International Airport", FCA, 11
"Bahawalpur Airport", BHV, 11
"Puerto Jimenez Airport", PJM, 11
"Deadhorse Airport", SCC, 11
"Helena Regional Airport", HLN, 11
"Fort Smith Regional Airport", FSM, 11
"San Salvador Airport", ZSA, 11
"Ithaca Tompkins Regional Airport", ITH, 11
"Pavlodar Airport", PWQ, 11
"Zweibr�cken Airport", ZQW, 11
"Tres De Mayo Airport", PUU, 11
"Jabalpur Airport", JLR, 11
"Sukkur Airport", SKZ, 11
"Transilvania T�rgu Mures International Airport", TGM, 11
"Ganja Airport", KVD, 11
"Ulyanovsk Baratayevka Airport", ULV, 11
"Alashankou Bole (Bortala) airport", BPL, 11
"Bosaso Airport", BSA, 11
"Kzyl-Orda Southwest Airport", KZO, 11
"Quinhagak Airport", KWN, 11
"University of Illinois Willard Airport", CMI, 11
"Kalgoorlie Boulder Airport", KGI, 11
"Turbat International Airport", TUK, 11
"Momote Airport", MAS, 11
"Coral Harbour Airport", YZS, 11
"Gove Airport", GOV, 11
"Cap Haitien International Airport", CAP, 11
"S�o Tom� International Airport", TMS, 11
"Kiunga Airport", UNG, 11
"Sultan Abdul Halim Airport", AOR, 11
"Zhangye Ganzhou Airport", YZY, 11
"Sayun International Airport", GXF, 11
"Northwest Regional Airport Terrace-Kitimat", YXT, 11
"Hao Airport", HOI, 11
"Doomadgee Airport", DMD, 11
"Presidente Nicolau Lobato International Airport", DIL, 11
"Sundsvall-H�rn�sand Airport", SDL, 11
"Central Wisconsin Airport", CWA, 11
"Toowoomba Wellcamp Airport", WTB, 11
"Durango La Plata County Airport", DRO, 11
"Dakhla Airport", VIL, 11
"Heihe Airport", HEK, 11
"Ubon Ratchathani Airport", UBP, 11
"Aswan International Airport", ASW, 11
"Tri-State/Milton J. Ferguson Field", HTS, 11
"North Spirit Lake Airport", YNO, 11
"Vilankulo Airport", VNX, 11
"Shaktoolik Airport", SKK, 11
"Pobedilovo Airport", KVX, 11
"Tainan Airport", TNN, 11
"Blimbingsari Airport", BWX, 11
"Geraldton Airport", GET, 11
"Charleville Airport", CTL, 11
"Muhammad Salahuddin Airport", BMU, 11
"Tobago-Crown Point Airport", TAB, 11
"Matur�n Airport", MUN, 11
"Avalon Airport", AVV, 10
"Banja Luka International Airport", BNX, 10
"�re �stersund Airport", OSD, 10
"Maroantsetra Airport", WMN, 10
"Pohnpei International Airport", PNI, 10
"Hughes Airport", HUS, 10
"Niagara Falls International Airport", IAG, 10
"Gwalior Airport", GWL, 10
"Rostock-Laage Airport", RLG, 10
"Regi�n de Murcia International Airport", RMU, 10
"Antonio Roldan Betancourt Airport", APO, 10
"Akanu Ibiam International Airport", ENU, 10
"Cheboksary Airport", CSY, 10
"Mayor Buenaventura Vivas International Airport", STD, 10
"Girua Airport", PNP, 10
"Labuan Airport", LBU, 10
"Gjoa Haven Airport", YHK, 10
"Ballina Byron Gateway Airport", BNK, 10
"Biskra Airport", BSK, 10
"Elim Airport", ELI, 10
"Palanga International Airport", PLQ, 10
"Kamloops Airport", YKA, 10
"Mo i Rana Airport, R�ssvoll", MQN, 10
"Cherif Al Idrissi Airport", AHU, 10
"Badajoz Airport", BJZ, 10
"Fua'amotu International Airport", TBU, 10
"Salina Municipal Airport", SLN, 10
"Woodbourne Airport", BHE, 10
"Kotlik Airport", KOT, 10
"Koyuk Alfred Adams Airport", KKA, 10
"Izhevsk Airport", IJK, 10
"Kavieng Airport", KVG, 10
"Cincinnati Municipal Airport Lunken Field", LUK, 10
"Dumatumbun Airport", LUV, 10
"Legazpi City International Airport", LGP, 10
"Albany Airport", ALH, 10
"Nelson Ribeiro Guimar�es Airport", CLV, 10
"Humberside Airport", HUY, 10
"Abakan Airport", ABA, 10
"Goroka Airport", GKA, 10
"Ulsan Airport", USN, 10
"Allahabad Airport", IXD, 10
"Federico Fellini International Airport", RMI, 10
"Dawei Airport", TVY, 10
"Rafael Hernandez Airport", BQN, 10
"Ilulissat Airport", JAV, 10
"Coffs Harbour Airport", CFS, 10
"Toliara Airport", TLE, 10
"Coastal Carolina Regional Airport", EWN, 10
"Francisco B. Reyes Airport", USU, 10
"Arxan Yi'ershi Airport", YIE, 10
"California Redwood Coast-Humboldt County Airport", ACV, 10
"Grozny", GRV, 10
"Mardin Airport", MQM, 10
"Astypalaia Airport", JTY, 10
"Rockhampton Airport", ROK, 10
"Tanna Airport", TAH, 10
"Malatya Erha� Airport", MLX, 10
"Deer Lake Airport", YVZ, 10
"Pu'er Simao Airport", SYM, 10
"Corpus Christi International Airport", CRP, 10
"Belmopan", BCV, 10
"Manda Airstrip", LAU, 10
"MBS International Airport", MBS, 10
"Labo Airport", OZC, 10
"Grand Forks International Airport", GFK, 10
"Durham Tees Valley Airport", MME, 10
"Governor's Harbour Airport", GHB, 10
"Duluth International Airport", DLH, 10
"Eilat Airport", ETH, 10
"Galcaio Airport", GLK, 10
"Williams Lake Airport", YWL, 10
"Schefferville Airport", YKL, 10
"Raja Haji Fisabilillah International Airport", TNJ, 10
"Halmstad Airport", HAD, 10
"JAGS McCartney International Airport", GDT, 10
"Nukus Airport", NCU, 10
"Saint-�tienne-Bouth�on Airport", EBU, 10
"Silangit Airport", DTB, 10
"Ronneby Airport", RNB, 10
"Reykjavik Airport", RKV, 10
"Craig", CGA, 10
"Round Lake (Weagamow Lake) Airport", ZRJ, 10
"Balmaceda Airport", BBA, 10
"Arvidsjaur Airport", AJR, 10
"Barnaul Airport", BAX, 10
"Hollis", HYL, 10
"Bancasi Airport", BXU, 10
"Mogador Airport", ESU, 10
"Proserpine Whitsunday Coast Airport", PPP, 10
"Saratov Gagarin", GSV, 10
"Kugluktuk Airport", YCO, 10
"Norsup Airport", NUS, 10
"Br�nn�ysund Airport", BNN, 10
"The Pas Airport", YQD, 10
"Lihir Island                            ", LNV, 10
"Salisbury Ocean City Wicomico Regional Airport", SBY, 10
"Mariehamn Airport", MHQ, 10
"Narsarsuaq Airport", UAK, 10
"Marina Di Campo Airport", EBA, 10
"Sibulan Airport", DGT, 10
"Zhangjiakou Ningyuan Airport", ZQZ, 10
"Nyagan Airport", NYA, 10
"Cuneo International Airport", CUF, 10
"Beslan Airport", OGZ, 10
"Yampa Valley Airport", HDN, 10
"Rouyn Noranda Airport", YUY, 10
"Tasiilaq", AGM, 10
"Chefornak Airport", CYF, 10
"Broken Hill Airport", BHQ, 10
"Dipolog Airport", DPL, 9
"Quepos Managua Airport", XQP, 9
"Kithira Airport", KIT, 9
"Kemerovo Airport", KEJ, 9
"Chaoyang Airport", CHG, 9
"Ketapang(Rahadi Usman) Airport", KTG, 9
"Flin Flon Airport", YFO, 9
"Konya Airport", KYA, 9
"Longyan Guanzhishan Airport", LCX, 9
"Qurghonteppa International Airport", KQT, 9
"Abraham Lincoln Capital Airport", SPI, 9
"Kasos Airport", KSJ, 9
"Sambava Airport", SVB, 9
"Sitka Rocky Gutierrez Airport", SIT, 9
"Gamal Abdel Nasser Airport", TOB, 9
"Shaxian Airport", SQJ, 9
"Worcester Regional Airport", ORH, 9
"Ukunda Airstrip", UKA, 9
"Kichwa Tembo", KTJ, 9
"N�mes-Arles-Camargue Airport", FNI, 9
"Kalimarau Airport", BEJ, 9
"Parma Airport", PMF, 9
"Raiatea Airport", RFP, 9
"Kiruna Airport", KRN, 9
"Postville Airport", YSO, 9
"Yacuiba Airport", BYC, 9
"T�lanaro Airport", FTU, 9
"Brownsville South Padre Island International Airport", BRO, 9
"Fort Hope Airport", YFH, 9
"Liping Airport", HZH, 9
"Mopah Airport", MKQ, 9
"Noum�rat - Moufdi Zakaria Airport", GHA, 9
"Guyuan Liupanshan Airport", GYU, 9
"Altamira Airport", ATM, 9
"Sultan Azlan Shah Airport", IPH, 9
"Tabubil Airport", TBG, 9
"Ostend-Bruges International Airport", OST, 9
"Big Trout Lake Airport", YTL, 9
"Olkiombo", OLX, 9
"Ivalo Airport", IVL, 9
"Dillingham Airport", DLG, 9
"M�rio de Almeida Franco Airport", UBA, 9
"Shaoyang Wugang Airport", WGN, 9
"Bacau Airport", BCM, 9
"Sampit(Hasan) Airport", SMQ, 9
"Normanton Airport", NTN, 9
"Kokkola-Pietarsaari Airport", KOK, 9
"Flor� Airport", FRO, 9
"Munda Airport", MUA, 9
"Mosj�en Airport (Kj�rstad)", MJF, 9
"B�tsfjord Airport", BJF, 9
"Hodeidah International Airport", HOD, 9
"Dong Hoi Airport", VDH, 9
"Punta Gorda                             ", PND, 9
"Thandwe Airport", SNW, 9
"Wales Airport", WAA, 9
"Charlottetown Airport", YYG, 9
"Nouadhibou International Airport", NDB, 9
"Makkovik Airport", YMN, 9
"Webequie Airport", YWP, 9
"Albury Airport", ABX, 9
"Desierto de Atacama Airport", CPO, 9
"�ngelholm-Helsingborg Airport", AGH, 9
"Groote Eylandt Airport", GTE, 9
"Josefa Camejo International Airport", LSP, 9
"Puvirnituq Airport", YPX, 9
"Guarani International Airport", AGT, 9
"Taraz Airport", DMB, 9
"Hopedale Airport", YHO, 9
"Sam Mbakwe International Airport", QOW, 9
"Myeik Airport", MGZ, 9
"Syukuran Aminuddin Amir Airport", LUW, 9
"Saransk Airport", SKX, 9
"Hall Beach Airport", YUX, 9
"Skukuza Airport", SZK, 9
"Keekorok                         ", KEU, 9
"Taloyoak Airport", YYH, 9
"Natuashish Airport", YNP, 9
"Sandnessj�en Airport (Stokka)", SSJ, 9
"Qamdo Bangda Airport", BPX, 9
"Boolgeeda", OCM, 9
"Ostrava Leos Jan�cek Airport", OSR, 9
"Valladolid Airport", VLL, 9
"Kars Airport", KSY, 9
"Nuku Hiva Airport", NHV, 8
"Moranbah Airport", MOV, 8
"Pierre Van Ryneveld Airport", UTN, 8
"White Mountain Airport", WMO, 8
"Muskrat Dam Airport", MSA, 8
"M�rio Ribeiro Airport", MOC, 8
"Vilo Acu�a International Airport", CYO, 8
"Sivas Nuri Demirag Airport", VAS, 8
"Temindung Airport", SRI, 8
"St George Airport", SGO, 8
"Yuma MCAS/Yuma International Airport", YUM, 8
"Watertown International Airport", ART, 8
"Moro Airport", MXH, 8
"Hierro Airport", VDE, 8
"Hawke's Bay Airport", NPE, 8
"Manihi Airport", XMH, 8
"Kostanay West Airport", KSN, 8
"St. Anthony Airport", YAY, 8
"Kipnuk Airport", KPN, 8
"Flores Airport", FLW, 8
"Santa Maria Airport", RIA, 8
"Kisumu Airport", KIS, 8
"Kingman", IGM, 8
"Fort Smith Airport", YSM, 8
"Lintsang Airfield", LNJ, 8
"Laredo International Airport", LRD, 8
"Repulse Bay Airport", YUT, 8
"Cascavel Airport", CAC, 8
"Northern Peninsula Airport", ABM, 8
"Batna Airport", BLJ, 8
"Toksook Bay Airport", OOK, 8
"Kotabaru", KBU, 8
"L'Esp�rance Airport", SFG, 8
"Kimberley Airport", KIM, 8
"Hilo International Airport", ITO, 8
"Allakaket Airport", AET, 8
"Presidente Jo�o Batista Figueiredo Airport", OPS, 8
"Russian Mission Airport", RSH, 8
"Idaho Falls Regional Airport", IDA, 8
"Buka Airport", BUA, 8
"Greater Binghamton/Edwin A Link field", BGM, 8
"Eek Airport", EEK, 8
"Sawyer International Airport", MQT, 8
"Kalskag Airport", KLG, 8
"Boeing Field King County International Airport", BFI, 8
"Francisco De Orellana Airport", OCC, 8
"Deering Airport", DRG, 8
"Toowoomba Airport", TWB, 8
